tweet_text,geo_latitude,geo_longitude,hotspot_id
aveces no! (@ playa del carmen in qr) https://t.co/6pgtuji9df,20.62998177,-87.0752672,1
tortuguilla en meliá paradisus la perla playa del carmen #hambre… https://t.co/edxjw8rjxy,20.64638152,-87.05658588,1
"y me encontré con esta hermosura !!!! @ 5ta avenida, playa del carmen. https://t.co/jeuztrpziv",20.62717403,-87.07227607,1
"hoy me encontré esto. @ residencial real ibiza, playa del carmen, q.… https://t.co/reijqavskp",20.66021964,-87.09483679,1
a disfrutar siempre llevando la marca. 👌🍀☀ @ playa forum https://t.co/gfnzvnqssy,21.1552416,-86.84076093,1
"https://t.co/hnqsmsv0q1 tacos. ever (@ aldea corazón in playa del carmen, quintana roo) https://t.co/slygjdjelr",20.62852877,-87.07095552,1
"el paisaje más hermoso que mis ojos pueden mirar ❤️🌊😍 (@ playacar beach in playa del carmen, q. roo) https://t.co/hjvxckcjav",20.61903326,-87.077974,1
"🔺👅 @ playa del carmen, quintana roo https://t.co/zmt9nrcel2",20.6167,-87.0667,1
"👣 (@ 5ª avenida in playa del carmen, qr) https://t.co/gxmdrxtyfb",20.62830656,-87.0712872,1
"pt.1: p a r t y @ playa del carmen, quintana roo https://t.co/2kfuuqiqy9",20.6167,-87.0667,1
un hermoso día 😎🌴☀️ @ playa delfines https://t.co/vyqhu0ljry,21.06061059,-86.77928128,1
"❤️ @ playa del carmen, quintana roo https://t.co/cvmc5f14zl",20.6167,-87.0667,1
playa del carmen ☀️🌊 paparazzi by @lupizg3 #beach #playadelcarmen… https://t.co/ggjnjh2bvp,20.6167,-87.0667,1
"😍 (at @piolaplaya in playa del carmen, qr) https://t.co/dxlllnoh9j",20.6352145,-87.06554097,1
"i'm at plaza las américas in playa del carmen, qr https://t.co/aifspqz9m9",20.64866776,-87.0822072,1
"un día de playa soñado...y poder vivirlo juntos, es sentir la felicidad en estado puro... @… https://t.co/emeof5m6bd",20.64638152,-87.05658588,1
"amigos 🌊🌴🌞🤙 @alxavilag @guerreroallan @ playa brava, pto morelos mex. https://t.co/0zpr3bda4q",20.8268939,-86.89611036,1
la única ola que pasó por playa del carmen nos agarró a nosotros en medio de la foto. @ hotel… https://t.co/h6d26m1z2b,20.60882099,-87.09334624,1
"👨‍👧❤️ (at @mcdonaldsmexico in playa del carmen, quintana roo) https://t.co/kulvdnj762",20.62643439,-87.08436241,1
#rivieramaya #playaydescanso @ catalonia playa maroma **** https://t.co/qtlvjwk8al,20.73921819,-86.97053075,1
"hermoso lugar #holidays🌴 #mexico🇲🇽 @ playa del carmen, quintana roo https://t.co/v8xqbbsiwi",20.6167,-87.0667,1
"postas de boquinete frito. #cooking @ playa del carmen, quintana roo https://t.co/ntoxpla6hw",20.6167,-87.0667,1
"i'm at oxxo in playa del carmen, quintana roo https://t.co/o4qivzbefa",20.65556954,-87.06275053,1
"desayunando en el caribe 🇲🇽🌴💯🎶 @ playa del carmen, quintana roo https://t.co/hid4kuzgxa",20.6167,-87.0667,1
"tiempo de comer y disfrutar (@ sanborns - @solosanborns in playa del carmen, quintana roo) https://t.co/3oanpmcmya https://t.co/6dltwf4bcv",20.62996221,-87.07037994,1
#buenosdias #bongiorno #goodmorning #bonjour   #obssessed  for #parmesan @ piola playa del carmen https://t.co/y8mhfu6zmn,20.6351565,-87.06558171,1
contemplar en silencio @ playa delfin cancun q roo https://t.co/y7mqsv18xg,21.06253167,-86.77767667,1
"pastel azteca ... 💪🏾 #veganpower (at @lasendavegana in playa del carmen, quintana roo) https://t.co/sisqmuxpfz https://t.co/dmjobuvfd5",20.627665,-87.072924,1
"😊😉😁 (at @senseisuhimex in playa del carmen, quintana roo) https://t.co/hxej5vwwyi",20.65099654,-87.08300677,1
buenos días 🙋🏻 (@ playa del carmen in qr) https://t.co/glsia4i6to,20.6289246,-87.07455999,1
"👙🌊☀️🌴 @ playa del carmen, quintana roo https://t.co/x2mx9opc9r",20.6167,-87.0667,1
